file,line,token,scope,context
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,162,m,baseline or explicit boundary prose,"\((q,m)\) and the manufacturing-service price, the project chooses a route"
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,174,p_m,baseline or explicit boundary prose,\(p_m^*\) that developers anticipated.  This is a simultaneous equilibrium
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,179,a_i,baseline or explicit boundary prose,Stage~0 and may help explain predetermined \(a_i\).  They are outside the
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,187,M,baseline or explicit boundary prose,M\longrightarrow \tau_E(M)
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,187,\tau_E,baseline or explicit boundary prose,M\longrightarrow \tau_E(M)
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,187,M,baseline or explicit boundary prose,M\longrightarrow \tau_E(M)
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,194,M,baseline or explicit boundary prose,M
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,198,\Omega_i,baseline or explicit boundary prose,\Omega_i
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,200,x_i,baseline or explicit boundary prose,x_i^*.
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,206,x_i,baseline or explicit boundary prose,x_i^*
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,221,M,baseline or explicit boundary prose,"In particular, \(M\) does not directly change \(a_i\), \(k_i\), \(z_j\),"
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,221,a_i,baseline or explicit boundary prose,"In particular, \(M\) does not directly change \(a_i\), \(k_i\), \(z_j\),"
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,221,k_i,baseline or explicit boundary prose,"In particular, \(M\) does not directly change \(a_i\), \(k_i\), \(z_j\),"
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,222,q,baseline or explicit boundary prose,"\(q\), \(m\), \(F\), \(\rho_g\), \(F_g\), \(s(q)\), or \(s_g(q)\).  It does"
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,222,m,baseline or explicit boundary prose,"\(q\), \(m\), \(F\), \(\rho_g\), \(F_g\), \(s(q)\), or \(s_g(q)\).  It does"
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,222,s(q),baseline or explicit boundary prose,"\(q\), \(m\), \(F\), \(\rho_g\), \(F_g\), \(s(q)\), or \(s_g(q)\).  It does"
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,222,q,baseline or explicit boundary prose,"\(q\), \(m\), \(F\), \(\rho_g\), \(F_g\), \(s(q)\), or \(s_g(q)\).  It does"
paper/model_rebuild/revision_20260907/01_primitives_and_timing.tex,223,p_m,baseline or explicit boundary prose,not directly lower \(p_m^*\).  Nothing in this section implies an increase in
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,6,q,baseline or explicit boundary prose,routes. It conditions on a project value shifter \(q>0\) and a positive
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,9,p_m,baseline or explicit boundary prose,from the qualified manufacturing-service price \(p_m\).
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,25,q,baseline or explicit boundary prose,\(\mathsf C^{\varepsilon}\mathsf Y^{1-\varepsilon}\); \(q\) is
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,29,q,baseline or explicit boundary prose,"y(p;q)=Aq p^{-\varepsilon},"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,30,q,baseline or explicit boundary prose,"\qquad A>0,\quad q>0,\quad \varepsilon>1."
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,33,q,baseline or explicit boundary prose,"The scale \(A\), project shifter \(q\), and elasticity \(\varepsilon\) are"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,34,q,baseline or explicit boundary prose,"exogenous to the institutional regime. Conditional on \(q\) and \(c\), the"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,40,q,baseline or explicit boundary prose,"Holding \(A,q,c,\varepsilon\) fixed, the derivative with respect to the"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,80,q,baseline or explicit boundary prose,"Let \(\pi(q,c)\) denote optimized one-period operating profit."
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,83,q,baseline or explicit boundary prose,"\pi(q,c)"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,99,q,baseline or explicit boundary prose,"\frac{\partial\pi(q,c)}{\partial q}"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,99,q,baseline or explicit boundary prose,"\frac{\partial\pi(q,c)}{\partial q}"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,100,q,baseline or explicit boundary prose,"=\frac{\pi(q,c)}{q}>0,"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,100,q,baseline or explicit boundary prose,"=\frac{\pi(q,c)}{q}>0,"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,102,q,baseline or explicit boundary prose,"\frac{\partial\pi(q,c)}{\partial c}"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,103,q,baseline or explicit boundary prose,"=(1-\varepsilon)\frac{\pi(q,c)}{c}<0."
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,107,q,baseline or explicit boundary prose,"These are continuous conditional derivatives in \(q\) and \(c\), not a"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,116,s(q),baseline or explicit boundary prose,\(\varphi\) is not the downstream realization probability \(s(q)\): the
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,121,q,baseline or explicit boundary prose,"payment at \(t=0\), and let \(R(q,c)\) denote expected operating present"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,125,q,baseline or explicit boundary prose,"R(q,c)"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,126,q,baseline or explicit boundary prose,"&=\sum_{t=0}^{\infty}(\beta\varphi)^t\pi(q,c) \notag\\"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,127,q,baseline or explicit boundary prose,"&=\frac{\pi(q,c)}{1-\beta\varphi},"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,134,q,baseline or explicit boundary prose,"\frac{\partial R(q,c)}{\partial q}"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,134,q,baseline or explicit boundary prose,"\frac{\partial R(q,c)}{\partial q}"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,135,q,baseline or explicit boundary prose,"=\frac{R(q,c)}{q}>0,"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,135,q,baseline or explicit boundary prose,"=\frac{R(q,c)}{q}>0,"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,137,q,baseline or explicit boundary prose,"\frac{\partial R(q,c)}{\partial c}"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,138,q,baseline or explicit boundary prose,"=(1-\varepsilon)\frac{R(q,c)}{c}<0."
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,147,q,baseline or explicit boundary prose,"\item As \(q\downarrow0\), both \(\pi(q,c)\) and \(R(q,c)\) converge to"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,147,q,baseline or explicit boundary prose,"\item As \(q\downarrow0\), both \(\pi(q,c)\) and \(R(q,c)\) converge to"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,147,q,baseline or explicit boundary prose,"\item As \(q\downarrow0\), both \(\pi(q,c)\) and \(R(q,c)\) converge to"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,152,q,baseline or explicit boundary prose,"expectation and \(R(q,c)=\pi(q,c)\)."
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,152,q,baseline or explicit boundary prose,"expectation and \(R(q,c)=\pi(q,c)\)."
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,154,q,baseline or explicit boundary prose,"\(R(q,c)\to\pi(q,c)/(1-\beta)\), which remains finite because"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,154,q,baseline or explicit boundary prose,"\(R(q,c)\to\pi(q,c)/(1-\beta)\), which remains finite because"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,162,q,baseline or explicit boundary prose,"\item As \(c\downarrow0\) at fixed \(q>0\), optimized profit"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,168,q,baseline or explicit boundary prose,"The object \(R(q,c)\) is gross operating present value. The marginal cost"
paper/model_rebuild/revision_20260907/02_demand_profit_derivation.tex,178,q,baseline or explicit boundary prose,"Nothing in this section gives MAH a direct effect on \(A\), \(q\),"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,9,\tau_E,baseline or explicit boundary prose,\(\tau_E(M)\).
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,9,M,baseline or explicit boundary prose,\(\tau_E(M)\).
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,14,m,baseline or explicit boundary prose,For a project with manufacturing requirement \(m>0\) and a developer with
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,15,k_i,baseline or explicit boundary prose,"internal manufacturing capability \(k_i>0\), let"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,17,m,baseline or explicit boundary prose,"c_I(m,k_i)>0,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,17,k_i,baseline or explicit boundary prose,"c_I(m,k_i)>0,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,19,m,baseline or explicit boundary prose,"c_{I,m}(m,k_i)>0,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,19,m,baseline or explicit boundary prose,"c_{I,m}(m,k_i)>0,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,19,k_i,baseline or explicit boundary prose,"c_{I,m}(m,k_i)>0,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,21,m,baseline or explicit boundary prose,"c_{I,k}(m,k_i)<0"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,21,k_i,baseline or explicit boundary prose,"c_{I,k}(m,k_i)<0"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,30,m,baseline or explicit boundary prose,"cost \(F_I(m,k_i)\), measured in \(\mathsf C\). Let"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,30,k_i,baseline or explicit boundary prose,"cost \(F_I(m,k_i)\), measured in \(\mathsf C\). Let"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,31,m,baseline or explicit boundary prose,\(\underline{k}(m)>0\) be the minimum capability needed for an internally
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,32,m,baseline or explicit boundary prose,produced project with requirement \(m\). The feasibility convention is
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,35,m,baseline or explicit boundary prose,"0\leq F_I(m,k_i)<+\infty,\quad"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,35,k_i,baseline or explicit boundary prose,"0\leq F_I(m,k_i)<+\infty,\quad"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,36,k_i,baseline or explicit boundary prose,"\quad\text{if }k_i\geq\underline{k}(m),\\"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,36,m,baseline or explicit boundary prose,"\quad\text{if }k_i\geq\underline{k}(m),\\"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,37,m,baseline or explicit boundary prose,"F_I(m,k_i)=+\infty"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,37,k_i,baseline or explicit boundary prose,"F_I(m,k_i)=+\infty"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,38,k_i,baseline or explicit boundary prose,\quad\text{if }k_i<\underline{k}(m).
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,38,m,baseline or explicit boundary prose,\quad\text{if }k_i<\underline{k}(m).
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,43,m,baseline or explicit boundary prose,"\(F_{I,m}>0\) and \(F_{I,k}<0\). Derivatives are not taken across the"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,54,m,baseline or explicit boundary prose,"c_E(m)>0,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,58,k_i,baseline or explicit boundary prose,developer's internal capability \(k_i\): manufacturing is performed by the
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,63,m,baseline or explicit boundary prose,"b(m)>0,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,64,m,baseline or explicit boundary prose,"\qquad b'(m)>0,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,67,m,baseline or explicit boundary prose,units of qualified manufacturing-service capacity. The object \(b(m)\) is a
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,73,m,baseline or explicit boundary prose,"F_E(m)\geq0,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,84,m,baseline or explicit boundary prose,The accounting roles are distinct. The technological marginal cost \(c_E(m)\)
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,86,p_m,baseline or explicit boundary prose,"monetary capacity payment \(p_m b(m)\), the readiness cost \(F_E(m)\), the"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,86,m,baseline or explicit boundary prose,"monetary capacity payment \(p_m b(m)\), the readiness cost \(F_E(m)\), the"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,86,m,baseline or explicit boundary prose,"monetary capacity payment \(p_m b(m)\), the readiness cost \(F_E(m)\), the"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,87,\tau_E,baseline or explicit boundary prose,"holder burden \(\mu_E\), and the institutional barrier \(\tau_E(M)\) are not"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,87,M,baseline or explicit boundary prose,"holder burden \(\mu_E\), and the institutional barrier \(\tau_E(M)\) are not"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,88,m,baseline or explicit boundary prose,embedded in \(c_E(m)\). Each can therefore enter a later route value at most
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,97,k_i,baseline or explicit boundary prose,its own capability \(k_i\);
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,106,M,baseline or explicit boundary prose,"M\in\{0,1\},"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,108,\tau_E,baseline or explicit boundary prose,"\tau_E(0)=+\infty,"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,110,\tau_E,baseline or explicit boundary prose,\tau_E(1)=\bar\tau_E<+\infty.
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,110,\tau_E,baseline or explicit boundary prose,\tau_E(1)=\bar\tau_E<+\infty.
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,114,a_i,baseline or explicit boundary prose,"\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,114,k_i,baseline or explicit boundary prose,"\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,114,q,baseline or explicit boundary prose,"\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,114,m,baseline or explicit boundary prose,"\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,114,s(q),baseline or explicit boundary prose,"\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,115,q,baseline or explicit boundary prose,"\(s_g(q)\). In particular, this technology block does not posit a fall in"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,116,p_m,baseline or explicit boundary prose,\(p_m^*\) or an outward shift of CMO supply. Price and capacity are equilibrium
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,122,k_i,baseline or explicit boundary prose,"If \(k_i<\underline{k}(m)\), internal production is infeasible because"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,122,m,baseline or explicit boundary prose,"If \(k_i<\underline{k}(m)\), internal production is infeasible because"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,124,k_i,baseline or explicit boundary prose,\(k_i\) within the feasible domain lowers both internal marginal and setup
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,125,m,baseline or explicit boundary prose,"costs, while increasing \(m\) raises both. The entrusted technology does not"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,126,k_i,baseline or explicit boundary prose,"use \(k_i\), but a larger \(m\) strictly raises its qualified-capacity"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,126,m,baseline or explicit boundary prose,"use \(k_i\), but a larger \(m\) strictly raises its qualified-capacity"
paper/model_rebuild/revision_20260907/03_internal_external_technologies.tex,127,m,baseline or explicit boundary prose,requirement \(b(m)\). None of these statements is a route-choice result:
