"object_id","legacy_object","source_file","line","context_kind","enclosing_labels","text"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model.tex","118","equation","eq:GA;eq:GE;eq:GI;eq:GT","&=\zeta_i^E(\eta,p_m)\left[\bar R_i^E+v\right]"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model.tex","133","narrative-paragraph","","=(\bar R_i^E+v)\frac{\partial\zeta_i^E}{\partial p_m}-1<0."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model.tex","277","equation;proposition","eq:dGammadeta;eq:dpdeta;eq:GE_eta;eq:GE_p;prop:cmo_attenuation","&=(\bar R_i^E+v)\zeta_{i\eta}^E-\tau_{i\eta}^E\ge0,"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model.tex","280","equation;proposition","eq:dGammadeta;eq:dpdeta;eq:GE_eta;eq:GE_p;prop:cmo_attenuation","&=(\bar R_i^E+v)\zeta_{ip}^E-1<0,"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","95","appendix;narrative-paragraph","","Composite realization objects & $\zeta_i^r=s_i\chi_i^r$, $\bar R_i^E$, route-realization wedge & Compressed objects linking planning-stage projects to implementation and observed outcomes & Route-use and count moments discipline composites, not all primitives \\"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","109","appendix;equation","eq:RbarE","\bar R^E_{ip,t}"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","114","appendix;narrative-paragraph","","where $L_{ip}=1$ means that the planned retained entrusted route is implemented and reaches approval, production, launch, or another observed realization counted in the data. The baseline uses $\bar R^E_{ip,t}$ as a compressed payoff object. It does not separately model sales, after-sales service, pharmacovigilance, penalties, or post-launch partner-performance shocks as state variables. Appendix \ref{sec:ces_appendix} gives a CES background interpretation for $R^{event}$, and Appendix \ref{sec:post_risk_appendix} explains how $\bar R^E$ can be viewed as the expectation of a post-production aggregate risk kernel."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","116","appendix;narrative-paragraph","","The key boundary is that MAH is not modeled as shifting demand. Demand-side conditions help proxy or condition the background level of $R^{event}$ and $\bar R^E$, but they do not identify an MAH demand effect. MAH operates through commercialization-route feasibility, route friction, realization probability, and the contract-manufacturing support cost. The main MAH comparative statics hold the demand-side market-return background fixed."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","200","appendix;narrative-paragraph","","In the baseline, $M$ and $\eta$ do not directly shift $a_i$, $R^{event}$, $\bar R_i^E$, $C^I(k_i)$, or $\mu_i^E$. Conditional on $M=1$, $\tau_{i\eta}^E\le0$, $\zeta_{i\eta}^E\ge0$, and $\zeta_{ip}^E\le0$. Thus MAH operates through route availability, the entrusted-route policy friction, route-specific implementation, and the equilibrium qualified-support cost."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","210","appendix;narrative-paragraph","","There are three distinct payoff objects. First, $R^{event}$ or $\bar R^E$ is the commercialization-event payoff received when a route-planning project becomes a marketed product. Second, existing retained products generate the expected flow payoff $\pi n_{it}$. Third, $v_t$ is the marginal continuation value of adding one retained original-drug asset to the firm's stock. Retained routes receive continuation value only when the project is implemented and retained. Thus $R^{event}\neq v_t$ and $R^{event}\neq \pi n_{it}$."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","213","appendix;narrative-paragraph","","$R^{event}_{i,t+1}$ and $\bar R^E_{ip,t+1}$ are route-period commercialization payoffs and exclude the continuation value of keeping the product in the innovating firm's retained stock. Continuation value is represented separately by $v_{t+1}$. The route $T$ is a non-retained outside option: after transfer, sale, or non-retained out-licensing, the innovating firm receives $S_i-\tau_i^T$ but does not add the product to its retained stock. A retained licensing arrangement would be a different route and is not modeled separately here."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","255","appendix;equation","eq:GA;eq:GE;eq:GI;eq:GT","\left[\bar R^E_{i,t+1}+v_{t+1}\right]"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","485","appendix;narrative-paragraph","","When $E\in\calR_i(M)$, define the entrusted-route marginal payoff effect of a change in the MAH-reducible friction, holding the market-clearing support cost fixed. Assume $\bar R_i^E+v\ge0$ and $\partial\zeta_i^E/\partial\tau_i^E\le0$, so a higher entrusted-route friction does not improve route realization. Then"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","489","appendix;equation","eq:dGEdtau","\left(\bar R_i^E+v\right)"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","501","appendix;equation","eq:dGammadTau_logit","\left(\bar R_i^E+v\right)"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","586","appendix;equation","eq:GE_eta_appendix;eq:GE_p_appendix","&=(\bar R_i^E+v)\zeta_{i\eta}^E-\tau_{i\eta}^E\ge0,"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","589","appendix;equation","eq:GE_eta_appendix;eq:GE_p_appendix","&=(\bar R_i^E+v)\zeta_{ip}^E-1<0."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","846","appendix;calibration-or-empirical;narrative-paragraph","","$R^{event}$ and $\bar R^E$ & Route-independent gross return and entrusted-route realized-return kernel & Demand-side controls: disease burden, patient population, reimbursement, procurement exposure, aggregate sales or therapeutic-composition controls & Background/control for opportunity value; not evidence that MAH raises demand \\"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","865","appendix;calibration-or-empirical;narrative-paragraph","","Construct a comparable product-level sample of original-drug records. If available, also construct demand-side controls $d_t^{data}$ for $R^{event}$ and $\bar R^E$, such as disease burden, patient population, reimbursement status, procurement exposure, or therapeutic-area composition. These controls are used to discipline or condition the market-return background, not to define MAH as a demand shock. With current approval-side data, the baseline moments are"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","874","appendix;calibration-or-empirical;narrative-paragraph","","where $s^{E,data}_{post}$ is the post-MAH holder--producer split share among comparable original-drug records and $\bar\lambda^{O,obs,data}_{0}$ is a baseline realized original-drug count. A research-oriented entry moment $N_E^{data}$ should be added only when a credible firm-year entry panel is available. The demand-side control vector $d_t^{data}$ can be reported alongside these moments or used in sensitivity checks for $R^{event}$ and $\bar R^E$."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","888","appendix;calibration-or-empirical;narrative-paragraph","","Because approval-side data do not separately observe $a_i$, $\kappa$, $\Gamma_i$, $\zeta_i^E$, $\bar R_i^E$, project-level success probabilities, and route-choice scale, the calibration must normalize at least one object. Examples include $\kappa=1$, a benchmark $\Gamma^0(\theta)=1$, a chosen route-choice scale $\sigma_r$, or sensitivity values for $p_m^*(M,\eta)$. The calibrated parameters should be interpreted relative to these normalizations."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","985","appendix;calibration-or-empirical;narrative-paragraph","","Demand-side data are useful as controls for $R^{event}$ and $\bar R^E$. They may include disease burden, patient population, reimbursement status, NRDL status, procurement exposure, aggregate therapeutic-area sales, prescription volume, or therapeutic-area composition. These variables help keep the MAH commercialization-friction channel distinct from changes in market size or payment environment. They should not be interpreted as evidence that MAH itself raises demand."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","1108","appendix;calibration-or-empirical;narrative-paragraph","","The main text uses $\bar R_i^E$ as a compressed payoff object for the retained entrusted route. One interpretation is"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","1110","appendix;calibration-or-empirical;equation","eq:post_risk_Rbar","\bar R^E_{ip}"
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","1116","appendix;calibration-or-empirical;narrative-paragraph","","The shock $\omega$ summarizes post-production uncertainty after the project has been implemented through the entrusted route. The model does not separately introduce sales, after-sales service, pharmacovigilance, regulatory penalty, or partner-performance states. Those risks are intentionally compressed into $\bar R^E$ so that the baseline remains a mechanism model rather than a full product-level dynamic state-space model."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","1148","appendix;calibration-or-empirical;narrative-paragraph","","This does not mean that market demand is absent from the model. Demand-side conditions enter through $R^{event}$ and $\bar R^E$ as background payoff shifters and calibration controls, while MAH operates through commercialization-route feasibility, realization probability, CMO support-market costs, and the relative attractiveness of the retained external route."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","1183","appendix;calibration-or-empirical;narrative-paragraph","","Demand-side controls help proxy or condition $R^{event}$ and $\bar R^E$. They are not a fourth MAH mechanism and should not be interpreted as evidence that MAH increases demand."
"CW-02","Rbar_E","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","1273","appendix;calibration-or-empirical;narrative-paragraph","","G_i^E=\zeta_i^E(\bar R_i^E+v)-p_m^*-\tau_i^E-\mu_i^E,"
"CW-02","Rbar_E","research_notes/model_notes/00_model_closure_status.md","30","legacy-note","","=\zeta_i^E(\eta,p_m)(\bar R_i^E+v)"
"CW-02","Rbar_E","research_notes/model_notes/01_symbols_and_objects.md","38","legacy-note","","| \(R_i^{event}\), \(\bar R_i^E\) | route-period commercialization returns | Separate from existing-stock flow payoff and continuation value |"
"CW-02","Rbar_E","research_notes/model_notes/02_equation_dependency_map.md","38","legacy-note","","=\zeta_i^E(\eta,p_m)(\bar R_i^E+v)"
"CW-02","Rbar_E","research_notes/model_notes/03_assumptions_and_scope.md","19","legacy-note","","- demand or market-return objects \(R_i^{event}\) and \(\bar R_i^E\);"
"CW-02","Rbar_E","research_notes/model_notes/04_comparative_statics_checklist.md","26","legacy-note","","=(\bar R_i^E+v)\zeta_{i\eta}^E-\tau_{i\eta}^E\ge0,"
"CW-02","Rbar_E","research_notes/model_notes/04_comparative_statics_checklist.md","31","legacy-note","","=(\bar R_i^E+v)\zeta_{ip}^E-1<0."
"CW-02","Rbar_E","research_notes/model_notes/06_bellman_accounting.md","42","legacy-note","","| \(R_i^{event}\), \(\bar R_i^E\) | route-period commercialization payoff after realization | Excludes retained-stock continuation value |"
"CW-02","Rbar_E","research_notes/model_notes/06_bellman_accounting.md","57","legacy-note","","=\zeta_i^E(\bar R_i^E+v)"
"CW-02","Rbar_E","research_notes/model_notes/11_proposition_dependency_audit.md","34","legacy-note","","=(\bar R_i^E+v)\zeta_{i\eta}^E-\tau_{i\eta}^E,"
"CW-02","Rbar_E","research_notes/model_notes/11_proposition_dependency_audit.md","37","legacy-note","","=(\bar R_i^E+v)\zeta_{ip}^E-1."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model.tex","105","narrative-paragraph","","Let $R_i^{event}$ denote the route-independent commercialization-event return from an internally realized original drug, let $\bar R_i^E$ denote the corresponding entrusted-route return kernel, and let $v$ be the continuation value of adding one retained product or certificate to the firm's stock. For each retained route $r\in\{I,E\}$, define"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model.tex","115","equation","eq:GA;eq:GE;eq:GI;eq:GT","&=\zeta_i^I\left[R_i^{event}+v\right]-C^I(k_i),"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model.tex","118","equation","eq:GA;eq:GE;eq:GI;eq:GT","&=\zeta_i^E(\eta,p_m)\left[\bar R_i^E+v\right]"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model.tex","133","narrative-paragraph","","=(\bar R_i^E+v)\frac{\partial\zeta_i^E}{\partial p_m}-1<0."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model.tex","277","equation;proposition","eq:dGammadeta;eq:dpdeta;eq:GE_eta;eq:GE_p;prop:cmo_attenuation","&=(\bar R_i^E+v)\zeta_{i\eta}^E-\tau_{i\eta}^E\ge0,"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model.tex","280","equation;proposition","eq:dGammadeta;eq:dpdeta;eq:GE_eta;eq:GE_p;prop:cmo_attenuation","&=(\bar R_i^E+v)\zeta_{ip}^E-1<0,"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","105","appendix;narrative-paragraph","","The baseline model uses a route-independent gross commercialization return rather than a full product-market demand system. Let $R^{event}_{it}$ denote the gross event payoff received when a route-planning original-drug project is successfully converted into a marketed product, before route-level implementation costs are paid. This object summarizes market size, therapeutic value, reimbursement environment, procurement exposure, and the quality or novelty composition of the opportunity. It is not the continuation value of keeping the drug in the innovating firm's future portfolio; that continuation value is represented separately by $v_t$."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","185","appendix;narrative-paragraph","","Here $I$ is internal production, $E$ is entrusted production while retaining MAH, $T$ is a non-retained outside option such as transfer, sale, or out-licensing that removes the opportunity from the innovating firm's retained stock, and $A$ is abandonment or delay. This discrete route set follows the commercialization-strategy logic in which innovators choose between internal development and external technology-market arrangements depending on the availability of a market for technology or ideas \citep{AroraFosfuriGambardella2001,GansStern2003}. The special case $h_i^I=0$ is important for research-oriented firms without internal manufacturing capacity, but it is not imposed as a universal theory assumption."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","210","appendix;narrative-paragraph","","There are three distinct payoff objects. First, $R^{event}$ or $\bar R^E$ is the commercialization-event payoff received when a route-planning project becomes a marketed product. Second, existing retained products generate the expected flow payoff $\pi n_{it}$. Third, $v_t$ is the marginal continuation value of adding one retained original-drug asset to the firm's stock. Retained routes receive continuation value only when the project is implemented and retained. Thus $R^{event}\neq v_t$ and $R^{event}\neq \pi n_{it}$."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","213","appendix;narrative-paragraph","","$R^{event}_{i,t+1}$ and $\bar R^E_{ip,t+1}$ are route-period commercialization payoffs and exclude the continuation value of keeping the product in the innovating firm's retained stock. Continuation value is represented separately by $v_{t+1}$. The route $T$ is a non-retained outside option: after transfer, sale, or non-retained out-licensing, the innovating firm receives $S_i-\tau_i^T$ but does not add the product to its retained stock. A retained licensing arrangement would be a different route and is not modeled separately here."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","217","appendix;narrative-paragraph","","The route $T$ is a non-retained outside option. It includes transfer, sale, or non-retained out-licensing arrangements under which the innovating firm receives a net payment but does not add the product to its retained stock. We write this payoff as"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","251","appendix;equation","eq:GA;eq:GE;eq:GI;eq:GT","&=\zeta^I_{i,t+1}\left[R^{event}_{i,t+1}+v_{t+1}\right]-C^I(k_i),"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","255","appendix;equation","eq:GA;eq:GE;eq:GI;eq:GT","\left[\bar R^E_{i,t+1}+v_{t+1}\right]"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","347","appendix;narrative-paragraph","","The expected retained-stock transition is"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","359","appendix;narrative-paragraph","","where $\rho^I=\rho^E=1$ and $\rho^T=\rho^A=0$. The retained routes use their nontrivial realization probabilities $\zeta_i^I$ and $\zeta_i^E$; no normalization sets internal realization to one in the baseline. Because transfer and abandonment do not add to the innovator's retained stock, their realization probabilities do not affect this transition. A fully realized formulation would sum route and realization indicators over the $Y_{i,t+1}^{plan}$ projects; equation \eqref{eq:transition} is its conditional expectation."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","363","appendix;narrative-paragraph","","Let $\beta\in(0,1)$, $\delta\in(0,1)$, $\sigma_r>0$, and suppose route payoffs are bounded for all feasible firm types and regimes. In stationary environments, the Bellman operator is a contraction on bounded value functions, and the retained-stock component has finite marginal value because $\beta(1-\delta)<1$."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","368","appendix;equation","eq:affine","V_t(n_{it};\cdot)=A_t(\cdot)+v_t n_{it}."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","387","appendix;narrative-paragraph","","The reduced problem keeps the payoff accounting transparent: $\Gamma$ already contains the route-period payoff and the incremental continuation value of retained realized products, while $\pi n$ is the flow payoff from the pre-existing retained stock."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","485","appendix;narrative-paragraph","","When $E\in\calR_i(M)$, define the entrusted-route marginal payoff effect of a change in the MAH-reducible friction, holding the market-clearing support cost fixed. Assume $\bar R_i^E+v\ge0$ and $\partial\zeta_i^E/\partial\tau_i^E\le0$, so a higher entrusted-route friction does not improve route realization. Then"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","489","appendix;equation","eq:dGEdtau","\left(\bar R_i^E+v\right)"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","501","appendix;equation","eq:dGammadTau_logit","\left(\bar R_i^E+v\right)"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","586","appendix;equation","eq:GE_eta_appendix;eq:GE_p_appendix","&=(\bar R_i^E+v)\zeta_{i\eta}^E-\tau_{i\eta}^E\ge0,"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","589","appendix;equation","eq:GE_eta_appendix;eq:GE_p_appendix","&=(\bar R_i^E+v)\zeta_{ip}^E-1<0."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","922","appendix;calibration-or-empirical;equation","eq:route_gap","\zeta_t^E(\bar R_t^E+v)"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","926","appendix;calibration-or-empirical;equation","eq:route_gap","\left[\zeta_t^I(R_t^{event}+v)-C^I(k)\right]."
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","1271","appendix;calibration-or-empirical;narrative-paragraph","","G_i^I=\zeta_i^I(R_i^{event}+v)-C^I(k_i),"
"CW-03","retained_continuation_v","paper/manuscript/mah_route_indicator_friction_model_appendix.tex","1273","appendix;calibration-or-empirical;narrative-paragraph","","G_i^E=\zeta_i^E(\bar R_i^E+v)-p_m^*-\tau_i^E-\mu_i^E,"
